id,customer_id,order_date,status,total_amount
198,142,2024-11-19,completed,247.45
199,407,2024-02-19,pending,492.17
200,1155,2024-11-24,completed,441.42
201,440,2023-11-15,completed,556.8
202,1091,2023-10-28,completed,299.07
203,595,2024-09-02,completed,55.55
204,840,2024-05-02,completed,396.08
205,549,2024-01-17,completed,142.08
206,320,2023-11-30,completed,538.29
207,918,2024-05-30,completed,746.67
208,1164,2024-07-04,cancelled,389.63
209,317,2023-12-25,completed,191.6
210,935,2023-01-24,completed,579.22
211,314,2023-03-16,completed,2845.94
212,861,2023-04-16,completed,811.07
213,947,2023-12-04,refunded,855.76
214,540,2024-03-24,cancelled,355.95
215,885,2024-08-09,completed,265.11
216,327,2023-06-19,completed,1188.41
217,96,2024-07-28,completed,31.21
218,116,2024-05-01,completed,290.78
219,537,2023-02-07,completed,1683.27
220,1084,2023-09-14,completed,512.6
221,154,2023-08-09,completed,112.58
222,547,2024-10-09,completed,763.1
223,845,2024-11-03,completed,391.78
224,243,2024-08-21,completed,84.72
225,866,2024-01-21,completed,659.35
226,368,2023-12-26,completed,586.72
227,971,2023-08-16,completed,560.71
228,696,2024-07-18,completed,802.63
229,657,2023-03-04,completed,179.15
230,213,2023-07-17,completed,710.37
231,556,2023-04-09,pending,619.93
232,1028,2023-12-27,cancelled,1171.08
233,24,2023-08-07,completed,287.28
234,911,2023-05-25,completed,1316.39
235,592,2023-10-02,shipped,990.95
236,864,2024-09-20,shipped,496.59
237,796,2024-02-12,completed,560.44
238,519,2024-08-23,completed,35.67
239,371,2024-10-29,completed,548.15
240,753,2024-10-20,completed,942.56
241,169,2023-09-14,completed,436.42
242,701,2024-10-02,completed,1169.04
243,114,2024-10-25,completed,772.86
244,780,2024-12-01,completed,2033.38
245,755,2023-09-14,completed,305.97
246,102,2023-06-16,shipped,878.77
247,909,2024-03-02,completed,146.59
248,499,2024-11-11,completed,470.02
249,945,2024-10-19,completed,806.56
250,50,2024-02-21,pending,918.55
251,216,2023-04-19,completed,408.78
252,593,2023-11-05,completed,1258.12
253,226,2024-06-05,Completed,1449.18
254,396,2024-02-14,PENDING,309.16
255,793,2023-09-10,pending,482.1
256,174,2023-09-08,cancelled,442.06
257,814,2023-02-13,completed,355.71
258,125,2023-07-30,completed,1387.7
259,211,2024-05-03,completed,1376.78
260,706,2023-06-26,Completed,454.47
261,953,2024-12-26, shipped,875.67
262,205,2023-03-02,completed,1159.6
263,360,2024-03-05,completed,666.14
264,1111,2023-12-29,cancelled,426.47
265,1188,2024-08-31,Completed,289.6
266,698,2024-10-10,completed,936.63
267,537,2024-02-01,completed,160.1
268,417,2024-04-05,cancelled,436.11
269,735,2024-05-25,cancelled,375.77
270,710,2024-01-16,completed,149.66
271,354,2023-05-15,Refunded,513.4
272,28,2023-11-09,cancelled,473.75
273,182,2023-06-26,pending,236.9
274,1151,2023-12-06,cancelled,1351.83
275,502,2024-03-25,Completed,941.31
276,579,2023-06-02,pending,567.51
277,561,2023-07-02,completed,1045.52
278,940,2024-08-23, shipped,1223.16
279,78,2023-10-03,completed,1393.93
280,100,2023-05-25,shipped,304.36
281,332,2024-06-04,refunded,1045.23
282,584,2024-06-07,completed,475.38
283,806,2024-08-26,refunded,648.84
284,589,2024-07-08,completed,318.33
285,530,2024-12-25,completed,546.84
286,1126,2024-02-24,Completed,1055.96
287,194,2023-07-29,pending,1638.98
288,687,2024-09-21,completed,505.43
289,651,2023-07-13,completed,244.27
290,569,2023-08-01,completed,1804.83
291,970,2024-08-27,Completed,293.75
292,321,2024-10-05,completed,100.02
293,1145,2023-09-05,cancelled,341.3
294,398,2024-06-16,shipped,1181.84
295,655,2024-11-04,pending,276.22
296,625,2024-08-06,completed,187.54
297,1020,2023-01-04,refunded,603.22
298,527,2024-04-30,completed,1639.52
299,342,2023-05-05,completed,783.55
300,26,2024-09-09,completed,157.36
301,437,2023-02-18,completed,2234.54
302,992,2024-12-25,completed,716.38
303,12,2023-05-10,shipped,1099.56
304,1076,2023-11-03,completed,123.12
305,652,2023-06-20,Completed,1987.11
306,169,2024-08-17,shipped,402.28
307,363,2023-10-15,refunded,111.74
308,665,2024-06-27,completed,659.64
309,379,2023-02-19,completed,1099.18
310,131,2023-11-27,completed,872.37
311,800,2024-10-27,completed,861.2
312,807,2024-11-07,completed,816.54
313,143,2023-06-02,completed,614.98
314,338,2023-10-15,shipped,122.58
315,293,2023-10-26,completed,469.62
316,792,2024-02-17,completed,418.13
317,877,2024-01-28,completed,1397.78
318,873,2023-03-19,cancelled,1183.07
319,1127,2024-07-10,completed,373.23
320,923,2023-06-14,completed,978.89
321,385,2023-08-18,completed,525.57
322,130,2024-09-05,shipped,100.52
323,738,2024-05-18,cancelled,36.32
324,1100,2023-10-17,completed,896.76
325,1171,2024-10-28,Completed,211.88
326,277,2023-10-15,completed,210.96
327,284,2024-02-17,completed,301.18
328,45,2023-06-29,cancelled,911.2
329,170,2023-05-14,completed,1194.36
330,666,2023-12-25,completed,1176.63
331,657,2024-02-16,pending,86.77
332,446,2024-08-11,pending,289.6
333,372,2023-10-13,Completed,248.36
334,996,2024-10-15,completed,910.73
335,553,2024-03-19,completed,293.82
336,970,2023-02-21,pending,495.54
337,1156,2024-06-23,shipped,970.82
338,381,2024-02-24,shipped,574.9
339,244,2023-10-12,pending,714.18
340,1144,2023-12-08,completed,481.07
341,762,2023-08-09,completed,1109.05
342,350,2024-03-24,completed,1187.61
343,747,2024-02-18,cancelled,816.27
344,619,2023-11-23,completed,1190.97
345,1087,2023-07-28,completed,2727.54
346,308,2023-10-19,completed,958.78
347,1190,2023-12-30,shipped,539.69
348,1124,2023-12-11,PENDING,726.64
349,217,2023-08-14,shipped,1275.86
350,198,2024-02-29,Completed,398.18
351,640,2023-06-15,cancelled,371.38
352,54,2024-01-01,pending,717.43
353,359,2023-03-30,shipped,531.86
354,523,2023-12-11,shipped,246.02
355,1164,2024-07-26,cancelled,636.36
356,1191,2024-08-20,cancelled,1459.53
357,182,2024-05-22,Completed,796.38
358,1071,2024-06-28,completed,201.12
359,110,2023-02-18,completed,891.1
360,899,2023-09-07,pending,448.52
361,1015,2024-04-22,shipped,2152.12
362,1069,2024-08-07,completed,840.63
363,269,2024-03-01,completed,339.1
364,1073,2024-09-15,cancelled,939.83
365,140,2023-07-19,cancelled,671.49
366,623,2023-04-23,refunded,1364.99
367,564,2023-03-05,completed,369.71
368,380,2024-03-01,pending,839.22
369,27,2024-04-30,pending,122.74
370,927,2023-07-28,completed,615.47
371,403,2024-07-26,completed,195.71
372,794,2024-06-23,refunded,654.85
373,493,2023-09-20,completed,767.29
374,449,2023-06-24,completed,815.88
375,1064,2024-06-25,shipped,369.23
376,114,2024-05-05,shipped,629.84
377,884,2023-05-05,completed,1250.52
378,897,2023-07-06,shipped,1761.09
379,456,2023-12-21,completed,646.38
380,315,2024-01-09,pending,
381,7,2023-05-02,completed,266.44
382,1125,2024-11-23,shipped,419.52
383,1138,2023-10-11,pending,700.99
384,290,2023-10-06,completed,534.62
385,39,2023-02-14,completed,491.44
386,148,2024-10-01,pending,1183.61
387,82,2023-06-21,completed,
388,998,2024-12-21,completed,250.27
389,1071,2023-12-29,completed,165.88
390,184,2024-09-30,cancelled,716.92
391,897,2023-05-11,completed,
392,216,2023-05-02,completed,1104.8
393,441,2024-08-07,refunded,671.75
394,720,2024-08-21,completed,361.89
395,864,2024-02-01,completed,315.85
396,1050,2023-01-24,completed,509.28
397,54,2024-11-19,completed,198.5
398,236,2023-10-15,completed,1203.09
399,337,2024-11-14,shipped,430.31
400,373,2024-09-27,Completed,137.34
401,1198,2024-09-13,shipped,1370.8
402,933,2024-05-17,completed,515.33
403,385,2024-05-06,completed,887.15
404,1167,2024-01-24,completed,
405,600,2023-01-19,completed,1403.18
406,601,2023-10-11,shipped,279.33
407,521,2024-06-17,completed,447.85
408,173,2024-08-15,completed,93.59
409,1122,2024-02-13,Completed,1379.88
410,17,2024-06-01,PENDING,328.08
411,210,2023-01-16,completed,729.58
412,276,2023-12-08,pending,807.29
413,336,2024-01-06,completed,1228.87
414,159,2024-10-13,completed,689.31
415,22,2023-08-16,shipped,539.89
416,814,2023-06-17,completed,1142.77
417,1164,2023-09-15,completed,797.54
418,147,2023-05-05,refunded,476.37
419,356,2024-02-12,Completed,1422.24
420,608,2024-04-14,Completed,843.08
421,1114,2024-08-07,completed,182.18
422,834,2024-12-10,completed,1598.74
423,920,2023-02-23,pending,358.36
424,698,2023-06-30,completed,1224.67
425,501,2023-08-08,cancelled,140.01
426,240,2023-07-02,shipped,
427,1038,2024-08-26,Refunded,193.55
428,965,2023-04-12,pending,675.62
429,31,2023-01-22,Cancelled ,826.17
430,859,2024-09-20,completed,484.63
431,102,2024-12-02,completed,590.82
432,887,2023-06-15,completed,236.0
433,992,2023-08-31,shipped,1056.36
434,158,2024-01-03,completed,702.82
435,521,2024-01-19,shipped,277.85
436,149,2024-12-24,completed,
437,681,2023-10-23,pending,739.59
438,1114,2023-01-09,completed,612.77
439,98,2023-11-05,refunded,37.54
440,478,2024-02-11,completed,429.86
441,1168,2024-01-13,completed,1045.11
442,362,2024-01-09,pending,859.7
443,159,2024-11-04,pending,841.23
444,587,2024-08-12,shipped,698.83
445,611,2023-07-03,refunded,1130.7
446,796,2023-09-17,completed,356.51
447,377,2024-05-02,pending,294.3
448,1147,2023-10-27,completed,1871.66
449,626,2023-11-09,completed,65105.4
450,344,2023-05-03,completed,175.66
451,1153,2023-07-05,completed,477.61
452,1110,2024-06-24,completed,630.07
453,599,2024-09-07,pending,1135.72
454,30,2024-07-26,completed,
455,717,2023-08-13,cancelled,427.67
456,667,2023-04-10,completed,586.31
457,178,2023-04-27,completed,371.93
458,761,2023-10-15,shipped,141.84
459,1009,2024-01-13,completed,189.99
460,128,2024-10-13,completed,1350.42
461,868,2024-10-18,shipped,971.78
462,169,2023-01-02,completed,570.96
463,899,2024-05-31,completed,857.71
464,503,2023-08-07,shipped,992.28
465,8,2023-05-25,completed,340.17
466,1160,2024-02-10,pending,233.68
467,200,2023-01-25,pending,1256.9
468,716,2023-09-01,completed,52.62
469,218,2024-02-08,completed,867.55
470,1120,2023-07-18,Completed,668.68
471,886,2024-03-09,shipped,1172.0
472,966,2023-12-02,completed,890.48
473,519,2024-08-06,refunded,853.79
474,561,2023-05-13,completed,256.45
475,762,2023-02-11,shipped,1019.04
476,942,2024-01-22,completed,792.27
477,1017,2023-07-07,completed,288.17
478,22,2024-05-30,Completed,673.2
479,797,2023-03-10,completed,208.65
480,131,2024-02-24,refunded,510.46
481,346,2024-12-23,completed,2385.22
482,996,2023-03-09,Completed,243.56
483,301,2023-08-09,completed,140.27
484,957,2024-09-08,completed,192.31
485,556,2024-01-25,cancelled,504.71
486,280,2023-05-08,cancelled,937.25
487,402,2023-06-05,cancelled,599.84
488,637,2024-07-12,completed,162.32
489,919,2024-09-20,completed,928.62
490,728,2023-09-21,PENDING,80.55
491,1120,2023-12-12,completed,181.45
492,1042,2024-07-25,shipped,358.93
493,905,2023-05-10,completed,1226.69
494,724,2023-05-31,completed,618.37
495,348,2024-07-19,cancelled,637.12
496,496,2023-05-17,completed,165.2
497,143,2024-07-16,Refunded,390.08
498,450,2023-12-29,completed,1105.59
499,1112,2024-12-23,completed,755.51
500,512,2023-01-25,completed,952.96
501,137,2024-11-21,completed,568.08
502,783,2023-06-14,completed,1113.97
503,1156,2023-01-26,completed,164.1
504,1041,2024-06-12,shipped,495.11
505,329,2024-01-24,cancelled,839.99
506,545,2024-09-03,completed,113.35
507,638,2023-03-21,completed,23.94
508,298,2023-02-28,completed,1872.78
509,323,2024-02-19,pending,624.92
510,284,2024-10-05,Completed,100.7
511,1194,2023-10-24,completed,612.83
512,896,2024-08-05,completed,184.17
513,1010,2024-10-23,completed,256.37
514,980,2024-09-26,completed,1255.42
515,1151,2024-01-07,completed,366.59
516,127,2024-05-24,refunded,364.06
517,1058,2024-01-19,Completed,178.23
518,80,2024-05-07,completed,435.61
519,571,2024-02-18,completed,656.23
520,714,2024-01-19,completed,366.23
521,430,2023-11-15,completed,2203.33
522,176,2024-04-21,completed,224.91
523,231,2024-07-02,Completed,223.64
524,990,2024-11-01,shipped,421.15
525,383,2024-03-23,completed,2030.88
526,373,2023-03-15,cancelled,
527,1109,2024-03-04,completed,355.87
528,173,2023-08-19,completed,
529,1099,2023-01-20,refunded,216.78
530,1106,2023-02-22,pending,410.97
531,719,2024-03-07,completed,484.13
532,199,2024-11-20,cancelled,932.68
533,188,2024-01-05,completed,796.09
534,342,2023-11-22,completed,399.7
535,693,2023-03-06,pending,1545.31
536,185,2024-05-08,pending,314.81
537,547,2023-02-10,completed,
538,139,2024-09-06,completed,679.9
539,649,2024-08-18,completed,1191.76
540,26,2024-12-24,completed,550.59
541,851,2023-07-27,refunded,
542,67,2023-04-29,completed,638.55
543,234,2023-08-07,completed,701.02
544,210,2024-08-06,completed,757.06
545,998,2023-06-09,completed,648.44
546,65,2024-10-09,completed,1302.64
547,516,2023-04-23,refunded,211.72
548,710,2023-02-05, shipped,9.9
549,620,2023-06-10,shipped,80.67
550,817,2024-07-04,completed,168.45
551,964,2024-03-15,completed,1050.35
552,473,2023-09-16,completed,435.51
553,994,2024-04-23,completed,
554,382,2024-04-18,completed,196.71
555,1182,2024-02-09,shipped,1606.79
556,606,2024-01-11,cancelled,259.03
557,884,2023-03-16,completed,483.42
558,1051,2023-07-09,completed,101.58
559,952,2024-01-21,shipped,1463.11
560,1022,2023-04-09,completed,537.91
561,644,2023-12-14,cancelled,2269.2
562,53,2023-03-27,completed,1230.39
563,592,2024-07-28,completed,473.8
564,218,2023-03-17,completed,298.8
565,1067,2023-03-09,cancelled,1083.64
566,285,2024-04-10,completed,583.37
567,274,2023-06-10,shipped,284.48
568,300,2023-09-14,completed,616.89
569,772,2023-08-18,completed,65.12
570,686,2023-06-08,cancelled,767.86
571,1139,2024-07-10,completed,879.4
572,500,2024-05-20,completed,189.81
573,339,2023-06-24,completed,1327.05
574,60,2024-05-16,cancelled,1137.19
575,9,2024-06-04,completed,
576,449,2024-01-29,Completed,241.53
577,1111,2024-02-27,refunded,917.95
578,629,2024-11-13,shipped,415.97
579,1073,2023-11-28,cancelled,660.97
580,123,2023-10-09,pending,982.03
581,112,2024-01-29,shipped,139.92
582,1001,2024-09-02,completed,96.46
583,129,2024-06-01,completed,382.18
584,63,2023-02-24,shipped,2016.0
585,485,2023-12-02,shipped,2332.41
586,1110,2024-06-24,refunded,755.03
587,828,2023-06-13,completed,1159.65
588,119,2024-12-22,Completed,556.0
589,1005,2024-08-12,completed,617.32
590,1013,2024-09-10,completed,482.95
591,961,2023-03-01,completed,1259.57
592,1084,2024-02-28,pending,1641.68
593,288,2024-01-21,completed,606.1
594,1176,2024-04-02,completed,
595,385,2024-09-12,completed,503.46
596,963,2023-09-15,shipped,1669.96
597,696,2024-01-25,cancelled,1059.17
598,936,2024-05-11,completed,236.12
599,754,2024-07-03,completed,1975.01
600,771,2024-07-16,completed,35.08
601,740,2023-09-03,completed,1557.93
602,935,2024-12-29,completed,1189.54
603,887,2023-01-08,cancelled,607.58
604,162,2023-12-26,Cancelled ,596.02
605,992,2024-03-20,completed,524.32
606,644,2023-02-14,completed,247.14
607,388,2023-11-26,completed,1870.45
608,618,2024-03-10,completed,582.14
609,1161,2024-03-19,completed,242.9
610,1030,2023-03-28,shipped,1794.38
611,1001,2023-07-22,completed,819.05
612,556,2023-06-28,shipped,855.68
613,941,2024-04-12,completed,2071.68
614,463,2023-08-29,shipped,943.44
615,824,2024-02-22,shipped,341.79
616,768,2024-06-17,completed,942.4
617,300,2024-08-05,completed,268.89
618,320,2023-05-15,pending,400.63
619,74,2024-10-21,completed,736.78
620,168,2023-05-01,completed,1147.3
621,521,2023-01-16,completed,
622,574,2023-02-02,completed,512.12
623,199,2023-05-27,shipped,507.74
624,501,2024-09-29,completed,1289.17
625,726,2023-06-01,completed,595.42
626,280,2024-05-21,completed,1957.31
627,406,2023-11-02,shipped,400.37
628,442,2023-01-30,pending,373.25
629,607,2023-11-21,Completed,1538.69
630,440,2023-01-21,completed,887.66
631,885,2023-12-14,completed,1499.57
632,393,2024-02-12,completed,183.0
633,521,2024-01-16,completed,584.45
634,456,2023-07-26,completed,736.06
635,220,2024-07-13,completed,697.72
636,823,2024-03-11,shipped,518.79
637,283,2023-07-05,completed,687.14
638,357,2023-11-14,shipped,715.04
639,952,2023-03-21,completed,364.35
640,1139,2024-11-05,completed,1252.96
641,806,2024-07-03,completed,1808.79
642,1100,2023-07-30,pending,1000.67
643,1026,2024-05-07,pending,799.93
644,578,2024-05-10,Completed,555.53
645,925,2024-03-21,shipped,731.52
646,395,2023-02-09,completed,
647,553,2024-10-03,completed,248.01
648,643,2024-11-28,completed,1210.34
649,1153,2024-12-12,completed,423.6
650,1019,2024-12-16,completed,1594.73
651,588,2024-11-09,cancelled,670.02
652,784,2024-06-23,completed,1225.01
653,243,2023-02-11,completed,990.09
654,966,2023-12-06,completed,185.42
655,664,2023-06-28,completed,1498.78
656,640,2023-06-10,completed,312.34
657,920,2024-08-29,cancelled,400.16
658,760,2024-08-16,pending,430.45
659,87,2024-01-17,completed,122.07
660,346,2024-06-21,pending,693.74
661,213,2023-04-05,completed,1278.61
662,882,2023-06-12,Completed,1568.38
663,43,2024-09-20,completed,518.68
664,243,2023-11-26,completed,591.45
665,717,2024-02-04,completed,1039.12
666,834,2023-12-04,shipped,530.28
667,604,2023-05-28,completed,1358.66
668,1033,2024-08-26,cancelled,568.99
669,1103,2024-07-07,shipped,275.31
670,159,2024-05-14,pending,707.37
671,1144,2023-09-15,Completed,
672,738,2024-04-14,cancelled,700.31
673,764,2024-11-26,completed,802.18
674,115,2024-04-19,completed,313.71
675,747,2023-12-27,completed,779.14
676,871,2023-07-17,cancelled,480.43
677,697,2024-01-17,Completed,302.3
678,102,2023-09-29,completed,128.06
679,628,2024-03-22,pending,167.39
680,1124,2023-02-03,completed,1705.38
681,869,2023-05-19,cancelled,464.73
682,165,2024-07-28,completed,787.86
683,1152,2023-10-05,completed,515.28
684,1151,2023-11-13,completed,1734.02
685,204,2024-02-02,completed,303.61
686,962,2023-11-16,completed,631.17
687,489,2024-07-07,Completed,397.87
688,713,2023-06-29,Completed,1215.72
689,535,2024-07-07,pending,781.69
690,940,2023-06-02,cancelled,613.51
691,1196,2023-09-28,completed,191.09
692,955,2024-03-05,completed,2261.45
693,1118,2024-10-08,completed,527.21
694,1136,2023-06-19,cancelled,259.83
695,109,2024-03-04,pending,128.71
696,305,2023-02-16,completed,161.68
697,867,2023-02-25,completed,
698,709,2024-07-14,cancelled,1228.99
699,61,2024-06-08,cancelled,743.84
700,115,2023-10-02,completed,137.04
701,625,2024-03-30,pending,608.01
702,740,2023-10-05,completed,1490.0
703,202,2023-07-22,completed,451.7
704,206,2023-11-11,pending,
705,156,2023-08-16,completed,468.07
706,678,2024-08-17,completed,869.77
707,10,2023-10-28,cancelled,299.37
708,687,2023-08-23,pending,6.11
709,572,2024-01-27,completed,202.44
710,560,2024-07-07,completed,405.92
711,816,2023-07-19,pending,561.64
712,628,2024-11-16,completed,419.66
713,874,2023-12-05,refunded,412.66
714,917,2024-04-27,shipped,1236.23
715,1105,2024-11-29,completed,235.59
716,960,2023-11-12,completed,611.16
717,622,2023-05-26,PENDING,146.73
718,591,2024-06-29,refunded,1001.15
719,283,2023-01-05,completed,
720,720,2023-12-01,completed,2232.39
721,167,2024-12-16,pending,226.93
722,1118,2023-10-30,completed,1790.58
723,1015,2024-05-14,completed,257.35
724,144,2024-01-19,cancelled,
725,944,2023-06-06,pending,173.58
726,141,2023-08-20,Cancelled ,2213.09
727,866,2024-01-18,shipped,813.69
728,106,2023-03-18,completed,820.12
729,586,2023-10-30,cancelled,
730,790,2023-10-30,completed,41.29
731,875,2024-09-01,completed,433.77
732,503,2023-04-01,cancelled,368.08
733,1106,2024-09-07,shipped,86.63
734,930,2023-10-27,cancelled,457.96
735,250,2024-04-20,completed,612.05
736,806,2024-02-11,refunded,854.71
737,877,2023-08-07,completed,50.75
738,401,2024-11-10,shipped,184.74
739,886,2023-06-13,cancelled,289.03
740,1079,2023-01-27,completed,1274.26
741,981,2024-07-01,shipped,1257.41
742,916,2024-03-29,shipped,781.26
743,762,2024-10-12,pending,451.3
744,325,2023-12-01,Cancelled ,1329.33
745,955,2023-01-13, shipped,711.38
746,438,2023-01-15,completed,1278.36
