id,order_id,product_id,quantity,unit_price
99,52,25,1,101.44
100,53,88,4,180.33
101,53,93,1,244.98
102,54,88,3,206.14
103,55,28,1,305.3
104,55,40,1,182.89
105,56,139,2,54.33
106,57,187,2,116.57
107,57,85,1,1548.36
108,58,187,5,116.57
109,58,128,1,1118.85
110,58,48,1,1050.45
111,58,185,2,1150.61
112,59,118,3,264.16
113,60,180,1,1705.09
114,61,56,1,1207.0
115,61,36,2,55.59
116,62,54,3,1116.55
117,63,53,3,296.83
118,64,85,2,1465.24
119,64,124,3,1912.09
120,65,85,2,1548.36
121,66,111,3,1225.06
122,66,187,3,116.57
123,66,85,1,1548.36
124,67,85,1,1548.36
125,67,187,1,116.57
126,68,96,3,374.13
127,68,187,1,104.68
128,68,111,2,1394.33
129,69,40,3,182.89
130,70,187,2,116.57
131,71,25,1,101.44
132,71,172,3,364.96
133,71,40,2,182.89
134,72,25,1,101.44
135,73,56,1,1350.71
136,73,85,1,1548.36
137,73,68,1,1429.66
138,74,187,4,116.57
139,75,46,1,547.88
140,76,180,1,1607.51
141,76,9,1,209.95
142,76,12,1,419.88
143,77,111,2,1394.33
144,78,187,1,116.57
145,78,122,2,846.91
146,79,147,1,1213.76
147,80,113,1,414.76
148,81,124,3,1912.09
149,82,187,3,116.57
150,82,38,1,848.1
151,83,48,2,1050.45
152,84,85,3,1548.36
153,85,40,2,182.89
154,85,36,1,64.17
155,86,56,2,1350.71
156,86,85,2,1548.36
157,86,118,3,264.16
158,86,78,1,1984.9
159,87,17,1,1521.63
160,87,138,1,1573.62
161,87,88,1,206.14
162,88,187,1,116.57
163,88,85,1,1548.36
164,89,85,2,1548.36
165,89,40,1,182.89
166,89,161,4,308.57
167,90,177,1,648.94
168,91,87,1,759.22
169,92,176,1,798.78
170,93,187,1,101.11
171,94,85,1,1548.36
172,95,62,2,1833.62
173,95,106,2,473.95
174,96,144,2,1070.45
175,97,187,1,116.57
176,97,96,1,338.48
177,98,40,2,182.89
178,98,151,3,1310.48
179,99,85,1,1548.36
180,100,187,1,116.57
181,100,114,3,1611.97
182,100,73,4,526.07
183,101,86,1,1329.75
184,102,124,1,1912.09
185,103,84,3,586.69
186,103,139,3,50.01
187,104,27,2,672.46
188,104,54,3,1024.23
189,105,56,2,1231.19
190,105,110,1,1022.04
191,106,56,3,1350.71
192,106,188,1,759.13
193,107,22,1,1306.35
194,108,187,1,116.57
195,109,192,1,121.94
196,109,103,1,1010.97
197,109,85,2,1548.36
198,109,180,1,1469.37
199,110,179,4,1559.54
200,110,17,2,1521.63
201,111,187,2,116.57
202,112,185,1,1150.61
203,113,40,3,182.89
204,114,22,2,1306.35
205,114,85,1,1548.36
206,115,180,3,1705.09
207,115,25,1,101.44
208,115,187,1,116.57
209,115,40,3,182.89
210,116,60,2,1337.67
211,117,68,1,1620.15
212,117,139,1,54.33
213,118,85,1,1548.36
214,118,40,3,182.89
215,118,175,1,1367.5
216,118,166,4,346.92
217,119,180,3,1705.09
218,120,40,5,165.28
219,120,12,1,419.88
220,121,187,2,108.27
221,122,39,1,1569.6
222,123,85,1,1362.8
223,124,187,2,103.85
224,125,65,1,1118.16
225,126,187,4,105.96
226,126,137,2,870.84
227,126,85,1,1548.36
228,127,176,1,798.78
229,127,187,2,116.57
230,128,187,3,108.09
231,128,56,1,1350.71
232,128,138,1,1573.62
233,129,123,1,1332.13
234,130,22,1,1306.35
235,131,85,1,1548.36
236,132,138,1,1573.62
237,133,187,1,116.57
238,133,34,2,706.15
239,134,110,1,941.74
240,134,181,2,97.04
241,134,127,1,68.25
242,135,111,3,1394.33
243,136,56,3,1350.71
244,137,131,1,297.01
245,138,40,1,182.89
246,139,84,2,572.15
247,139,187,1,116.57
248,140,85,3,1548.36
249,140,113,1,363.35
250,140,40,2,182.89
251,141,29,2,223.84
252,142,136,3,1612.44
253,143,40,5,173.59
254,143,187,1,116.57
255,143,1,2,1818.9
256,144,171,1,128.74
257,144,180,1,1705.09
258,144,83,5,1046.86
259,145,180,1,1705.09
260,146,85,1,1418.43
261,147,51,1,1473.9
262,147,187,2,103.85
263,147,81,1,1783.66
264,147,2,3,1405.12
265,148,100,3,633.75
266,148,102,2,1944.19
267,148,161,1,281.15
268,149,123,3,1332.13
269,149,187,1,99.16
270,149,88,3,206.14
271,150,40,2,182.89
272,150,85,1,1353.14
273,150,96,1,343.01
274,151,85,2,1369.09
275,152,187,1,116.57
276,152,178,1,1018.47
277,153,85,1,1548.36
278,153,187,1,116.57
279,154,10,2,1807.06
280,154,1,1,1818.9
281,155,35,1,1189.6
282,155,144,1,1070.45
283,156,85,2,1548.36
284,157,131,1,297.01
285,157,178,1,1018.47
286,157,85,1,1548.36
287,157,40,2,182.89
288,158,139,1,54.33
289,159,3,1,545.69
290,160,25,1,101.44
291,160,187,1,116.57
292,161,197,1,1959.53
293,161,29,3,195.47
294,162,24,2,842.71
295,162,40,2,182.89
296,163,187,1,116.57
297,163,42,1,991.09
298,163,180,1,1498.36
299,164,187,2,116.57
300,165,187,1,116.57
301,165,85,1,1548.36
302,165,17,1,1521.63
303,166,62,3,1833.62
304,166,192,1,121.94
305,167,85,4,1548.36
306,168,187,1,109.67
307,168,25,1,101.44
308,169,56,1,1350.71
309,169,185,3,1150.61
310,169,1,1,1691.35
311,170,106,3,473.95
312,171,40,2,182.89
313,171,180,2,1705.09
314,172,41,1,983.07
315,172,85,1,1335.39
316,173,128,3,1011.25
317,173,120,1,740.81
318,173,187,4,116.57
319,174,187,1,116.57
320,174,40,1,182.89
321,175,56,1,1350.71
322,175,187,1,116.57
323,176,187,2,116.57
324,176,17,1,1325.65
325,177,127,1,64.65
326,177,187,2,116.57
327,178,180,1,1705.09
328,179,56,4,1350.71
329,180,40,2,182.89
330,181,187,1,99.27
331,182,187,1,103.56
332,183,197,1,1745.39
333,183,180,1,1705.09
334,184,40,4,182.89
335,184,187,4,116.57
336,185,187,2,116.57
337,185,158,1,227.56
338,185,19,1,874.98
339,185,180,5,1477.35
340,186,187,2,106.5
341,186,17,1,1403.35
342,187,56,1,1350.71
343,188,47,1,675.84
344,189,187,2,116.57
345,190,113,3,393.24
346,191,135,1,1867.32
347,192,85,2,1548.36
348,193,88,4,206.14
349,193,18,5,1444.26
350,193,187,1,116.57
351,194,180,1,1554.59
352,195,111,4,1394.33
353,195,161,4,308.57
354,196,132,4,791.11
355,196,85,1,1548.36
356,197,197,1,1959.53
357,198,187,2,116.57
358,198,48,1,1050.45
359,199,132,1,849.27
360,199,187,1,116.57
361,199,42,1,883.03
362,200,181,3,97.73
363,200,200,2,1291.76
364,200,187,1,116.57
365,201,187,4,105.32
366,202,25,5,92.31
367,202,126,2,1851.05
368,203,187,1,116.57
369,203,165,1,1843.44
370,203,56,1,1350.71
371,204,8,1,558.31
372,205,130,1,228.78
373,206,181,1,105.12
374,206,18,1,1444.26
375,206,40,4,182.89
376,207,187,1,116.57
377,208,187,2,101.72
378,209,85,1,1548.36
379,209,56,1,1350.71
380,209,187,4,116.57
381,210,187,1,116.57
382,210,111,2,1394.33
383,211,138,2,1573.62
384,212,187,2,116.57
385,212,88,3,206.14
386,212,85,1,1373.99
387,212,96,1,350.07
388,213,187,2,116.57
389,213,25,1,101.44
390,213,181,1,105.12
391,214,187,1,116.57
392,214,85,1,1548.36
393,215,110,1,922.77
394,215,187,1,116.57
395,215,85,2,1548.36
396,216,187,1,116.57
397,216,56,2,1209.87
398,217,171,1,128.74
399,217,22,1,1306.35
400,218,189,2,994.43
401,219,192,2,105.79
402,219,118,3,264.16
403,220,185,2,1150.61
404,221,139,4,54.33
405,221,40,1,182.89
406,222,109,1,260.35
407,222,85,1,1548.36
408,222,36,2,64.17
409,223,187,1,116.57
410,224,187,1,101.35
411,225,138,5,1461.32
412,226,187,1,100.31
413,227,180,2,1705.09
414,228,187,1,109.48
415,229,48,1,940.24
416,229,110,1,1022.04
417,229,85,1,1548.36
418,230,85,2,1548.36
419,230,185,4,1150.61
420,230,1,3,1818.9
421,231,176,1,725.37
422,231,17,1,1521.63
423,232,179,1,1752.38
424,233,40,1,167.41
425,233,96,4,374.13
426,234,187,3,116.57
427,235,56,1,1350.71
428,235,138,1,1430.52
429,235,180,2,1705.09
430,236,85,1,1412.67
431,237,187,1,116.57
432,237,40,1,182.89
433,237,97,2,1206.38
434,237,111,2,1279.63
435,238,133,1,1680.85
436,239,138,1,1386.03
437,240,56,1,1350.71
438,240,1,2,1818.9
439,240,25,1,101.44
440,241,40,1,166.35
441,242,25,4,101.44
442,242,88,1,206.14
443,242,138,1,1573.62
444,243,187,1,116.57
445,244,187,1,100.14
446,244,9,1,209.95
447,244,85,3,1548.36
448,244,145,2,1219.52
449,245,40,1,169.16
450,245,25,4,101.44
451,245,187,1,116.57
452,246,187,1,116.57
453,247,56,4,1350.71
454,247,185,3,1150.61
455,247,138,2,1573.62
456,248,188,2,759.13
457,248,187,1,116.57
458,248,88,2,206.14
459,249,25,1,101.44
460,249,132,1,849.27
461,249,175,1,1261.03
462,250,48,1,1050.45
463,251,180,1,1705.09
464,252,180,1,1705.09
465,253,126,1,1851.05
466,253,21,1,1062.31
467,253,110,2,1022.04
468,253,88,1,206.14
469,254,56,1,1350.71
470,254,64,2,93.11
471,255,85,1,1548.36
472,256,40,1,182.89
473,257,40,1,182.89
474,257,56,1,1197.49
475,258,56,1,1263.32
476,258,89,2,1498.39
477,258,1,1,1818.9
478,259,147,2,1213.76
479,259,36,3,64.17
480,259,109,2,260.35
481,260,85,1,1548.36
482,261,187,1,116.57
483,262,187,1,116.57
484,263,187,4,116.57
485,264,62,4,1598.14
486,265,137,1,944.88
487,266,187,5,116.57
488,266,152,3,1737.5
489,267,90,1,538.93
490,268,187,1,106.37
491,269,1,1,1818.9
492,269,137,1,944.88
493,270,187,1,116.57
494,270,106,1,473.95
495,271,40,1,182.89
496,272,187,4,116.57
497,273,187,1,116.57
498,274,187,2,108.35
499,274,40,1,182.89
500,274,185,2,1150.61
501,274,149,2,760.26
502,275,69,3,598.27
503,275,85,2,1370.93
504,276,17,1,1521.63
505,276,191,2,1559.57
506,277,85,2,1548.36
507,277,1,2,1818.9
508,278,187,1,116.57
509,278,163,1,633.77
510,279,123,5,1332.13
511,279,87,3,687.37
512,279,151,1,1198.6
513,279,138,1,1573.62
514,280,40,1,182.89
515,281,170,3,60.89
516,282,187,3,116.57
517,282,40,3,162.65
518,283,192,3,121.94
519,283,187,2,106.91
520,284,163,4,633.77
521,285,40,1,182.89
522,286,176,1,798.78
523,286,187,1,116.57
524,287,125,1,586.45
525,287,136,2,1612.44
526,288,180,1,1705.09
527,288,187,2,116.57
528,289,96,1,374.13
529,289,187,5,116.57
530,289,25,4,101.44
531,289,85,1,1378.64
532,290,56,1,1350.71
533,290,187,2,116.57
534,291,133,1,1933.11
535,291,62,1,1644.71
536,292,121,5,615.18
537,293,187,2,116.57
538,293,69,4,647.25
539,294,36,2,54.99
540,295,176,2,736.14
541,296,181,3,105.12
542,296,40,1,182.89
543,296,162,1,1652.66
544,297,151,5,1310.48
545,297,56,4,1350.71
546,297,40,1,182.89
547,298,40,1,182.89
548,298,185,2,1150.61
549,299,90,2,538.93
550,300,85,4,1548.36
551,301,187,2,116.57
552,301,180,2,1705.09
553,302,88,1,206.14
554,303,37,1,1917.91
555,303,176,1,798.78
556,304,180,3,1705.09
557,305,145,4,1219.52
558,305,180,3,1705.09
559,305,85,1,1548.36
560,305,127,2,58.32
561,306,187,1,116.57
562,306,56,1,1163.98
563,306,85,1,1548.36
564,307,174,1,1190.06
565,308,141,1,1662.1
566,308,41,4,983.07
567,309,85,5,1548.36
568,310,85,1,1548.36
569,311,193,1,1851.11
570,311,109,1,260.35
571,311,56,4,1214.5
572,312,1,2,1818.9
573,312,39,2,1569.6
574,313,184,2,513.04
575,314,64,1,83.05
576,314,185,1,1150.61
577,315,25,4,101.44
578,315,85,2,1548.36
579,315,110,1,1022.04
580,316,48,3,1050.45
581,317,40,1,182.89
582,317,121,1,615.18
583,318,185,2,1150.61
584,319,87,2,759.22
585,320,40,1,162.17
586,321,187,2,116.57
587,321,28,2,261.06
588,322,110,5,1022.04
589,322,88,1,206.14
590,322,82,2,1788.92
591,323,111,2,1394.33
592,324,88,1,206.14
593,325,187,3,116.57
594,326,187,1,116.57
595,327,180,1,1705.09
596,328,74,4,1873.3
597,329,136,1,1373.61
598,329,62,1,1833.62
599,329,127,1,68.25
600,330,48,1,996.84
601,330,1,1,1818.9
602,331,40,1,163.55
603,332,131,2,269.36
604,332,85,1,1367.39
605,333,68,1,1473.37
606,334,170,4,60.89
607,334,1,2,1818.9
608,334,123,2,1183.91
609,335,170,5,60.89
610,336,165,1,1596.47
611,336,12,2,419.88
612,337,96,1,374.13
613,338,1,2,1654.73
614,339,11,3,921.89
615,339,141,1,1662.1
616,340,185,2,1150.61
617,341,187,3,106.42
618,341,85,1,1548.36
619,341,176,4,798.78
620,342,17,1,1521.63
621,343,56,3,1209.39
622,343,187,1,106.36
623,343,138,3,1573.62
624,344,45,2,956.98
625,345,187,1,116.57
626,345,56,1,1350.71
627,346,163,1,633.77
628,347,140,1,235.21
629,347,85,2,1548.36
630,348,133,1,1933.11
631,349,1,5,1818.9
632,349,187,3,116.57
633,350,85,1,1436.84
634,350,187,2,116.57
635,351,56,1,1350.71
636,352,187,1,116.57
637,352,85,1,1548.36
638,352,197,1,1959.53
639,353,187,3,116.57
640,353,110,2,896.23
641,353,40,2,182.89
642,353,164,3,304.01
643,354,85,1,1410.47
644,354,124,2,1912.09
645,354,25,1,94.59
646,355,64,1,93.11
647,356,187,1,116.57
648,357,187,2,105.53
649,358,187,2,116.57
650,359,187,1,116.57
651,359,197,1,1959.53
652,360,162,2,1652.66
653,360,85,1,1548.36
654,360,197,2,1959.53
655,361,187,1,101.43
656,361,180,1,1705.09
657,362,180,2,1705.09
658,362,85,1,1548.36
659,362,110,2,1022.04
660,362,40,2,182.89
661,363,96,1,374.13
662,363,23,1,159.09
663,363,180,2,1562.68
664,364,176,2,798.78
665,365,85,3,1548.36
666,366,156,2,1496.85
667,366,180,1,1705.09
668,366,85,2,1548.36
669,367,85,2,1548.36
670,367,187,4,116.57
671,368,81,2,1783.66
672,369,56,4,1350.71
673,370,40,1,182.89
674,371,40,1,166.92
675,372,110,4,1022.04
676,372,40,1,182.89
677,373,85,5,1548.36
678,373,180,2,1705.09
679,373,152,1,1737.5
680,374,187,2,116.57
681,375,15,2,369.19
682,376,88,1,206.14
683,377,85,1,1548.36
684,377,197,1,1959.53
685,378,40,2,182.89
686,379,176,1,798.78
687,380,139,2,54.33
688,381,75,2,345.09
689,382,187,1,105.24
690,382,60,2,1541.69
691,383,56,1,1350.71
692,383,85,1,1548.36
693,384,187,1,116.57
694,385,187,2,116.57
695,385,25,1,101.44
696,385,197,1,1801.66
697,385,56,1,1350.71
698,386,187,2,116.57
699,386,96,3,374.13
700,386,185,1,1150.61
701,387,50,4,61.81
702,387,187,3,110.57
703,388,27,1,672.46
704,388,187,1,116.57
705,388,96,2,374.13
706,389,75,3,345.09
707,389,138,1,1573.62
708,389,184,2,513.04
709,390,185,1,1013.56
710,391,85,3,1548.36
711,391,166,1,346.92
712,391,62,3,1833.62
713,392,146,2,1493.98
714,392,65,1,1021.61
715,393,69,2,647.25
716,394,181,2,105.12
717,395,88,3,206.14
718,395,187,1,116.57
719,395,85,1,1548.36
720,396,2,1,1405.12
721,397,187,2,116.57
722,397,85,1,1548.36
723,397,56,1,1350.71
724,398,41,2,983.07
725,398,187,1,116.57
726,399,172,1,322.57
727,399,187,2,116.57
728,399,40,1,182.89
729,400,139,1,48.6
730,400,123,1,1199.08
731,401,40,2,182.89
732,401,1,2,1818.9
733,401,187,3,100.9
734,401,138,1,1573.62
735,402,180,1,1450.67
736,403,96,2,374.13
737,403,85,1,1429.5
738,404,87,2,759.22
739,405,187,1,116.57
740,405,85,1,1548.36
741,406,48,2,1050.45
742,406,34,1,706.15
743,407,127,2,64.44
744,407,85,5,1548.36
745,408,187,1,116.57
746,409,56,2,1350.71
747,409,25,1,101.44
748,410,40,1,182.89
749,410,122,2,986.88
750,411,40,1,157.11
751,412,123,1,1332.13
752,413,187,2,102.88
753,413,172,1,364.96
754,413,138,2,1573.62
755,414,1,1,1818.9
756,415,1,2,1818.9
757,416,79,4,1538.81
758,417,25,1,95.71
759,417,187,2,116.57
760,417,106,1,473.95
761,417,147,1,1213.76
762,418,54,1,959.78
763,418,85,2,1548.36
764,419,88,2,206.14
765,419,139,1,54.33
766,419,162,1,1652.66
767,419,118,3,238.53
768,420,187,1,116.57
769,420,85,2,1548.36
770,420,34,2,642.94
771,421,127,2,59.64
772,421,85,5,1548.36
773,421,109,2,260.35
774,422,88,1,179.15
775,423,185,1,1150.61
776,424,109,1,221.68
777,424,110,4,969.09
778,424,75,3,345.09
779,425,127,2,68.25
780,425,85,1,1548.36
781,426,184,2,513.04
782,426,187,1,116.57
783,426,56,3,1350.71
784,427,187,1,116.57
785,427,56,1,1350.71
786,428,187,3,116.57
787,429,187,1,116.57
788,430,133,3,1933.11
789,430,187,1,116.57
790,430,122,2,986.88
791,430,102,1,1944.19
792,431,127,1,68.25
793,431,85,3,1331.48
794,431,128,1,1118.85
795,432,163,1,564.4
796,433,187,2,116.57
797,433,96,3,374.13
798,434,187,1,109.93
799,434,127,1,68.25
800,435,85,1,1548.36
801,435,138,1,1573.62
802,436,56,2,1150.25
803,437,123,1,1332.13
804,437,25,2,101.44
805,438,133,1,1653.91
806,438,187,1,116.57
807,439,187,2,116.57
808,440,62,4,1833.62
809,441,187,1,116.57
810,441,180,2,1705.09
811,442,180,1,1705.09
812,442,176,1,798.78
813,442,187,1,116.57
814,443,187,2,100.56
815,444,48,1,1050.45
816,444,1,1,1818.9
817,445,85,3,1548.36
818,446,40,3,182.89
819,446,96,1,374.13
820,447,179,2,1664.45
821,447,180,1,1575.38
822,448,111,2,1394.33
823,449,85,1,1548.36
824,450,123,1,1332.13
825,450,144,2,1070.45
826,451,85,1,1548.36
827,451,152,4,1737.5
828,452,1,2,1818.9
829,453,171,1,128.74
830,454,187,1,106.48
831,455,152,1,1737.5
832,456,187,2,116.57
833,457,56,1,1350.71
834,457,187,1,101.0
835,458,187,1,116.57
836,459,187,2,116.57
837,460,10,4,1807.06
838,460,40,3,182.89
839,460,127,1,68.25
840,461,110,2,1022.04
841,462,90,2,538.93
842,462,85,3,1548.36
843,462,156,1,1496.85
844,463,187,1,116.57
845,464,85,2,1548.36
846,464,40,5,182.89
847,465,85,1,1458.25
848,465,5,3,1561.71
849,465,96,2,338.46
850,466,187,2,102.4
851,466,165,1,1843.44
852,466,85,5,1548.36
853,467,56,1,1350.71
854,467,106,2,473.95
855,467,187,1,116.57
856,467,96,1,374.13
857,468,187,1,116.57
858,468,93,1,235.31
859,469,164,2,304.01
860,469,187,1,116.57
861,469,175,1,1367.5
862,470,54,1,999.37
863,471,1,1,1818.9
864,471,187,1,116.57
865,471,36,1,64.17
866,471,82,1,1788.92
867,472,138,2,1485.39
868,472,122,3,986.88
869,472,199,3,1563.15
870,473,18,1,1444.26
871,474,187,5,116.57
872,474,122,1,896.91
873,475,180,2,1705.09
874,475,187,3,108.69
875,476,177,4,648.94
876,476,87,1,655.05
877,477,53,1,296.83
878,478,136,3,1612.44
879,478,25,1,101.44
880,479,127,3,68.25
881,480,88,1,206.14
882,481,88,2,181.43
883,482,139,1,54.33
884,482,14,2,996.84
885,482,187,2,116.57
886,483,40,3,182.89
887,483,181,4,105.12
888,483,54,2,1116.55
889,484,187,1,116.57
890,484,102,1,1779.1
891,484,85,1,1548.36
892,484,25,1,101.44
893,485,185,1,1150.61
894,486,185,1,1150.61
895,487,152,1,1737.5
896,487,110,1,1022.04
897,488,85,2,1548.36
898,488,181,1,105.12
899,489,40,2,182.89
900,490,85,1,1399.21
901,490,180,1,1705.09
902,491,25,1,92.44
903,491,127,4,68.25
904,492,123,2,1332.13
905,493,40,1,157.33
906,494,56,1,1214.81
907,494,125,1,524.44
908,495,187,2,116.57
909,496,124,1,1912.09
910,497,79,2,1785.41
911,497,1,3,1573.52
912,497,187,1,116.57
913,498,42,1,991.09
914,499,56,2,1350.71
915,499,187,1,116.57
916,499,109,3,260.35
917,500,191,1,1670.08
918,501,187,1,116.57
919,501,180,2,1705.09
920,502,181,1,89.64
921,502,85,2,1548.36
922,503,110,1,1022.04
923,504,198,2,1607.81
924,505,187,2,116.57
925,505,100,4,633.75
926,506,48,2,1050.45
927,506,136,1,1612.44
928,506,123,4,1332.13
929,507,34,3,706.15
930,508,40,1,158.46
931,508,30,4,1183.12
932,508,22,1,1306.35
933,509,89,2,1381.47
934,510,96,1,374.13
935,510,139,1,54.33
936,510,181,2,105.12
937,511,149,2,649.97
938,512,56,1,1350.71
939,513,187,1,116.57
940,513,185,3,1150.61
941,513,56,1,1230.51
942,514,110,1,1022.04
943,514,85,2,1342.17
944,515,180,2,1572.81
945,515,25,3,101.44
946,515,187,2,103.4
947,516,187,2,116.57
948,517,133,1,1933.11
949,518,61,1,232.43
950,519,25,2,101.44
951,519,75,4,345.09
952,520,163,2,633.77
953,520,88,2,206.14
954,520,56,1,1196.01
955,521,155,1,487.83
956,521,165,2,1843.44
957,522,187,4,103.46
958,523,40,3,182.89
959,524,187,1,116.57
960,525,185,1,1150.61
961,525,172,1,364.96
962,525,187,1,116.57
963,526,187,3,116.57
964,526,110,1,1022.04
965,527,36,1,56.97
966,527,141,1,1662.1
967,527,135,1,1867.32
968,527,134,1,1199.76
969,528,25,1,101.44
970,529,85,1,1548.36
971,530,187,1,116.57
972,530,190,1,220.41
973,530,114,3,1611.97
974,530,40,1,182.89
975,531,49,3,888.48
976,531,47,1,675.84
977,532,85,1,1548.36
978,533,35,1,1189.6
979,533,187,2,116.57
980,534,187,1,116.57
981,535,17,2,1521.63
982,536,185,1,1150.61
983,537,56,1,1350.71
984,538,142,1,1387.2
985,539,40,2,182.89
986,539,165,1,1843.44
987,540,180,1,1543.91
988,540,181,3,105.12
989,541,152,2,1489.44
990,541,85,1,1548.36
991,542,136,3,1612.44
992,543,143,1,444.33
993,543,187,1,116.57
994,544,180,1,1705.09
995,545,187,1,116.57
996,546,187,1,116.57
997,546,111,1,1394.33
998,547,56,1,1350.71
999,547,87,1,759.22
1000,548,187,1,116.57
1001,549,187,5,116.57
1002,549,197,1,1959.53
1003,550,56,1,1350.71
1004,551,180,1,1705.09
1005,551,148,1,836.3
1006,552,180,1,1705.09
1007,553,139,1,54.33
1008,553,187,1,116.57
1009,554,187,1,116.57
1010,555,176,1,798.78
1011,555,96,1,374.13
1012,556,17,2,1521.63
1013,556,56,1,1350.71
1014,556,187,2,116.57
1015,556,85,1,1548.36
1016,557,56,1,1350.71
1017,558,40,5,169.62
1018,558,87,1,645.99
1019,558,17,2,1334.47
1020,558,118,4,264.16
1021,559,187,1,99.53
1022,559,26,1,997.6
1023,559,85,2,1548.36
1024,559,123,2,1332.13
1025,560,88,1,206.14
1026,561,163,2,597.14
1027,561,101,1,1559.04
1028,561,13,2,625.1
1029,561,187,2,116.57
1030,562,180,1,1705.09
1031,562,187,1,116.57
1032,563,66,1,676.28
1033,563,8,1,507.34
1034,564,187,2,116.57
1035,564,87,1,759.22
1036,565,138,1,1573.62
1037,566,133,1,1933.11
1038,566,127,1,68.25
1039,566,187,2,116.57
1040,567,56,1,1350.71
1041,568,40,1,182.89
1042,569,50,3,54.2
1043,570,119,1,1856.5
1044,571,40,2,182.89
1045,571,134,1,1199.76
1046,572,110,2,1022.04
1047,573,26,3,997.6
1048,573,40,1,182.89
1049,573,56,2,1171.57
1050,573,192,1,121.94
1051,574,187,3,116.57
1052,574,19,2,874.98
1053,575,112,2,1050.9
1054,575,44,1,1151.59
1055,575,102,4,1944.19
1056,576,56,2,1350.71
1057,576,25,2,101.44
1058,576,40,2,182.89
1059,576,152,2,1737.5
1060,577,47,1,675.84
1061,577,17,1,1521.63
1062,577,187,2,107.08
1063,578,96,2,374.13
1064,578,197,1,1959.53
1065,578,104,2,270.45
1066,578,40,1,182.89
1067,579,187,1,116.57
1068,580,25,1,101.44
1069,580,85,2,1548.36
1070,580,15,1,369.19
1071,581,26,1,997.6
1072,582,1,1,1818.9
1073,582,64,2,93.11
1074,583,187,1,116.57
1075,583,56,2,1350.71
1076,584,25,1,96.16
1077,584,36,2,64.17
1078,584,56,2,1350.71
1079,585,127,1,68.25
1080,586,187,2,103.55
1081,586,103,1,939.81
1082,587,139,1,54.33
1083,587,171,1,128.74
1084,588,85,1,1548.36
1085,588,56,1,1350.71
1086,589,133,1,1933.11
1087,590,56,1,1350.71
1088,591,99,2,408.14
1089,591,187,1,116.57
1090,592,63,2,410.08
1091,592,187,5,106.9
1092,593,111,1,1394.33
1093,594,139,1,54.33
1094,595,107,1,280.14
1095,596,83,1,1046.86
1096,597,165,3,1843.44
1097,598,197,2,1959.53
1098,598,28,3,305.3
1099,598,187,1,101.55
1100,599,36,1,60.82
1101,600,17,1,1521.63
1102,601,187,1,101.65
1103,602,40,2,182.89
1104,602,164,1,304.01
1105,602,85,2,1548.36
1106,602,56,2,1224.87
1107,603,25,2,101.44
1108,603,34,2,706.15
1109,603,15,2,369.19
1110,604,85,3,1431.48
1111,605,45,1,956.98
